shape,hand,shape_name,ukeire_tiles,ukeire_type_count,ukeire_count,fixed_ryanmen_count,improve_neighbor_count,max_neighbor_ukeire_count,avg_neighbor_ukeire_count,score,distance_to_final,neighbor_count,neighbors
234579m,234579m33z,メンツ＋リャンカン,6m 8m,2,8,0,1,11,6.320000,"(8, 2, 1, 11, 6.32)",2,25,123457m 123459m 123479m 123579m 134579m 223457m 223459m 223479m 233457m 233459m 233479m 234457m 234459m 234479m 234557m 234559m 234577m 234599m 234779m 234799m 334579m 344579m 345579m 345779m 345799m
234679m,234679m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.588235,"(8, 2, 2, 12, 6.58824)",1,17,123467m 123469m 123479m 123679m 223467m 223479m 233467m 233479m 234467m 234469m 234479m 234667m 234669m 234677m 234699m 234779m 234799m
235555m,235555m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.428571,"(8, 2, 2, 12, 7.42857)",1,14,223555m 225555m 233555m 235556m 235557m 235558m 235559m 255556m 255557m 335555m 355556m 355557m 355558m 355559m
235556m,235556m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,3,12,7.176471,"(8, 2, 3, 12, 7.17647)",1,17,223555m 225556m 233555m 235555m 235557m 235558m 235559m 235567m 255556m 255566m 255567m 255568m 335556m 355556m 355566m 355567m 355568m
235557m,235557m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,3,12,7.052632,"(8, 2, 3, 12, 7.05263)",1,19,223555m 225557m 233555m 235555m 235556m 235558m 235559m 235567m 255557m 255567m 255577m 255578m 255579m 335557m 355557m 355567m 355577m 355578m 355579m
235558m,235558m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.352941,"(8, 2, 2, 12, 6.35294)",1,17,223555m 225558m 233555m 235555m 235556m 235557m 235559m 255568m 255578m 255588m 255589m 335558m 355558m 355568m 355578m 355588m 355589m
235559m,235559m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.133333,"(8, 2, 2, 12, 6.13333)",1,15,223555m 225559m 233555m 235555m 235556m 235557m 235558m 255579m 255589m 255599m 335559m 355559m 355579m 355589m 355599m
235567m,235567m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,3,12,7.473684,"(8, 2, 3, 12, 7.47368)",1,19,223567m 225567m 233567m 235556m 235557m 235667m 235677m 235678m 235679m 255567m 255667m 255677m 255678m 335567m 355567m 355667m 355677m 355678m 355679m
235666m,235666m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.176471,"(8, 2, 2, 12, 7.17647)",1,17,223666m 225666m 233666m 235667m 236666m 236667m 236668m 236669m 255666m 256666m 256667m 335666m 355666m 356666m 356667m 356668m 356669m
235667m,235667m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.368421,"(8, 2, 2, 12, 7.36842)",1,19,223567m 225667m 233567m 235567m 235666m 235677m 235678m 235679m 236667m 236678m 255667m 256667m 256677m 256678m 335667m 355667m 356667m 356677m 356678m
235677m,235677m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,3,12,7.238095,"(8, 2, 3, 12, 7.2381)",1,21,223567m 225677m 233567m 235567m 235667m 235678m 235679m 235777m 236777m 236778m 255677m 256677m 256777m 256778m 256779m 335677m 355677m 356677m 356777m 356778m 356779m
235678m,235678m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,5,12,8.080000,"(8, 2, 5, 12, 8.08)",1,25,223567m 223678m 225678m 233567m 233678m 235567m 235667m 235677m 235679m 235789m 236678m 236778m 236788m 236789m 255678m 256678m 256778m 256788m 256789m 335678m 355678m 356678m 356778m 356788m 356789m
235679m,235679m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.705882,"(8, 2, 2, 12, 6.70588)",1,17,223567m 225679m 233567m 235567m 235667m 235677m 235678m 235789m 236789m 256779m 256789m 256799m 335679m 355679m 356779m 356789m 356799m
235777m,235777m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.176471,"(8, 2, 2, 12, 7.17647)",1,17,223777m 225777m 233777m 235677m 236777m 237777m 237778m 237779m 255777m 256777m 257777m 335777m 355777m 356777m 357777m 357778m 357779m
235789m,235789m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.222222,"(8, 2, 2, 12, 7.22222)",1,18,223789m 225789m 233789m 235678m 235679m 236789m 237789m 237889m 237899m 255789m 256789m 257789m 335789m 355789m 356789m 357789m 357889m 357899m
235888m,235888m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.250000,"(8, 2, 2, 12, 7.25)",1,16,223888m 225888m 233888m 236888m 237888m 238888m 238889m 255888m 256888m 257888m 335888m 355888m 356888m 357888m 358888m 358889m
235999m,235999m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.250000,"(8, 2, 2, 12, 7.25)",1,16,223999m 225999m 233999m 236999m 237999m 238999m 239999m 255999m 256999m 257999m 335999m 355999m 356999m 357999m 358999m 359999m
236666m,236666m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.428571,"(8, 2, 2, 12, 7.42857)",1,14,223666m 226666m 233666m 235666m 236667m 236668m 236669m 256666m 266667m 266668m 336666m 356666m 366667m 366668m
236667m,236667m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.800000,"(8, 2, 2, 12, 6.8)",1,20,223666m 226667m 233666m 235666m 235667m 236666m 236668m 236669m 236678m 256667m 266667m 266677m 266678m 266679m 336667m 356667m 366667m 366677m 366678m 366679m
236668m,236668m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.333333,"(8, 2, 2, 12, 6.33333)",1,18,223666m 226668m 233666m 235666m 236666m 236667m 236669m 236678m 266668m 266678m 266688m 266689m 336668m 356668m 366668m 366678m 366688m 366689m
236669m,236669m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.133333,"(8, 2, 2, 12, 6.13333)",1,15,223666m 226669m 233666m 235666m 236666m 236667m 236668m 266679m 266689m 266699m 336669m 356669m 366679m 366689m 366699m
236678m,236678m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.857143,"(8, 2, 2, 12, 6.85714)",1,21,223678m 226678m 233678m 235667m 235678m 236667m 236668m 236778m 236788m 236789m 256678m 266678m 266778m 266788m 266789m 336678m 356678m 366678m 366778m 366788m 366789m
236777m,236777m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.888889,"(8, 2, 2, 12, 6.88889)",1,18,223777m 226777m 233777m 235677m 235777m 236778m 237777m 237778m 237779m 256777m 266777m 267777m 267778m 336777m 356777m 366777m 367777m 367778m
236778m,236778m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,3,12,7.363636,"(8, 2, 3, 12, 7.36364)",1,22,223678m 226778m 233678m 235677m 235678m 236678m 236777m 236788m 236789m 237778m 237789m 256778m 266778m 267778m 267788m 267789m 336778m 356778m 366778m 367778m 367788m 367789m
236788m,236788m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,21,223678m 226788m 233678m 235678m 236678m 236778m 236789m 236888m 237888m 237889m 256788m 266788m 267788m 267888m 267889m 336788m 356788m 366788m 367788m 367888m 367889m
236789m,236789m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,4,12,7.120000,"(8, 2, 4, 12, 7.12)",1,25,223678m 223789m 226789m 233678m 233789m 235678m 235679m 235789m 236678m 236778m 236788m 237789m 237889m 237899m 256789m 266789m 267789m 267889m 267899m 336789m 356789m 366789m 367789m 367889m 367899m
236888m,236888m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.941176,"(8, 2, 2, 12, 6.94118)",1,17,223888m 226888m 233888m 235888m 236788m 237888m 238888m 238889m 256888m 266888m 267888m 268888m 336888m 356888m 366888m 367888m 368888m
236999m,236999m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.000000,"(8, 2, 2, 12, 7)",1,16,223999m 226999m 233999m 235999m 237999m 238999m 239999m 256999m 266999m 267999m 268999m 336999m 356999m 366999m 367999m 368999m
237777m,237777m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,7.250000,"(8, 2, 2, 12, 7.25)",1,16,223777m 227777m 233777m 235777m 236777m 237778m 237779m 257777m 267777m 277778m 277779m 337777m 357777m 367777m 377778m 377779m
237778m,237778m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.315789,"(8, 2, 2, 12, 6.31579)",1,19,223777m 227778m 233777m 235777m 236777m 236778m 237777m 237779m 237789m 267778m 277778m 277788m 277789m 337778m 357778m 367778m 377778m 377788m 377789m
237779m,237779m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.125000,"(8, 2, 2, 12, 6.125)",1,16,223777m 227779m 233777m 235777m 236777m 237777m 237778m 237789m 277779m 277789m 277799m 337779m 357779m 377779m 377789m 377799m
237789m,237789m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,21,223789m 227789m 233789m 235789m 236778m 236789m 237778m 237779m 237889m 237899m 257789m 267789m 277789m 277889m 277899m 337789m 357789m 367789m 377789m 377889m 377899m
237888m,237888m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.800000,"(8, 2, 2, 12, 6.8)",1,20,223888m 227888m 233888m 235888m 236788m 236888m 237889m 238888m 238889m 257888m 267888m 277888m 278888m 278889m 337888m 357888m 367888m 377888m 378888m 378889m
237889m,237889m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.200000,"(8, 2, 2, 12, 6.2)",1,20,223789m 227889m 233789m 235789m 236788m 236789m 237789m 237888m 237899m 238889m 267889m 277889m 278889m 278899m 337889m 357889m 367889m 377889m 378889m 378899m
237899m,237899m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.210526,"(8, 2, 2, 12, 6.21053)",1,19,223789m 227899m 233789m 235789m 236789m 237789m 237889m 237999m 238999m 267899m 277899m 278899m 278999m 337899m 357899m 367899m 377899m 378899m 378999m
237999m,237999m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.842105,"(8, 2, 2, 12, 6.84211)",1,19,223999m 227999m 233999m 235999m 236999m 237899m 238999m 239999m 257999m 267999m 277999m 278999m 279999m 337999m 357999m 367999m 377999m 378999m 379999m
238888m,238888m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,223888m 228888m 233888m 235888m 236888m 237888m 238889m 268888m 278888m 288889m 338888m 358888m 368888m 378888m 388889m
238889m,238889m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.125000,"(8, 2, 2, 12, 6.125)",1,16,223888m 228889m 233888m 235888m 236888m 237888m 237889m 238888m 278889m 288889m 288899m 338889m 358889m 378889m 388889m 388899m
238999m,238999m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.333333,"(8, 2, 2, 12, 6.33333)",1,18,223999m 228999m 233999m 235999m 236999m 237899m 237999m 239999m 268999m 278999m 288999m 289999m 338999m 358999m 368999m 378999m 388999m 389999m
239999m,239999m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,223999m 229999m 233999m 235999m 236999m 237999m 238999m 279999m 289999m 339999m 359999m 379999m 389999m
244445m,244445m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,1,12,6.000000,"(8, 2, 1, 12, 6)",1,14,124444m 124445m 144445m 224444m 224445m 244447m 244448m 244449m 244455m 244457m 444455m 444457m 444458m 444459m
244446m,244446m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.333333,"(8, 2, 0, 8, 5.33333)",2,15,124444m 124446m 144446m 224444m 224446m 244447m 244448m 244449m 244466m 244467m 244468m 444466m 444467m 444468m 444469m
244467m,244467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,3,12,6.777778,"(8, 2, 3, 12, 6.77778)",1,18,124446m 124447m 144467m 224446m 224447m 234446m 234447m 234467m 244446m 244447m 244466m 244477m 244479m 344467m 444467m 444667m 444677m 444679m
244478m,244478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.333333,"(8, 2, 2, 12, 6.33333)",1,18,124447m 124448m 144478m 224447m 224448m 234447m 234448m 234478m 244447m 244448m 244457m 244477m 244488m 344478m 444478m 444578m 444778m 444788m
245555m,245555m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,1,12,6.285714,"(8, 2, 1, 12, 6.28571)",1,14,124555m 125555m 145555m 224555m 225555m 244555m 245557m 245558m 245559m 255557m 445555m 455557m 455558m 455559m
245679m,245679m33z,離れリャンカン,3m 8m,2,8,0,2,11,6.200000,"(8, 2, 2, 11, 6.2)",2,20,124567m 124569m 125679m 145679m 224567m 224569m 225679m 244567m 244569m 245567m 245667m 245677m 245699m 256779m 256799m 445679m 455679m 456679m 456779m 456799m
245777m,245777m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,124777m 125777m 145777m 224777m 225777m 244777m 247777m 247778m 247779m 255777m 257777m 445777m 455777m 457777m 457778m 457779m
245789m,245789m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,124789m 125789m 145789m 224789m 225789m 244789m 247789m 247889m 247899m 255789m 257789m 445789m 455789m 457789m 457889m 457899m
245888m,245888m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,124888m 125888m 145888m 224888m 225888m 244888m 247888m 248888m 248889m 255888m 257888m 445888m 455888m 457888m 458888m 458889m
245999m,245999m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,124999m 125999m 145999m 224999m 225999m 244999m 247999m 248999m 249999m 255999m 257999m 445999m 455999m 457999m 458999m 459999m
246666m,246666m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.600000,"(8, 2, 0, 8, 5.6)",2,15,124666m 126666m 146666m 224666m 226666m 244666m 246667m 246668m 246669m 266667m 266668m 446666m 466667m 466668m 466669m
246678m,246678m33z,メンツ＋リャンカン,3m 5m,2,8,0,1,11,5.900000,"(8, 2, 1, 11, 5.9)",2,20,124678m 126678m 146678m 224678m 226678m 244678m 246667m 246668m 246778m 246788m 246789m 266678m 266778m 266788m 266789m 446678m 466678m 466778m 466788m 466789m
246777m,246777m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.444444,"(8, 2, 0, 8, 5.44444)",2,18,124777m 126777m 146777m 224777m 226777m 244777m 246778m 247777m 247778m 247779m 266777m 267777m 267778m 446777m 466777m 467777m 467778m 467779m
246789m,246789m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.666667,"(8, 2, 0, 8, 5.66667)",0,24,124678m 124789m 126789m 146789m 224678m 224789m 226789m 244678m 244789m 246678m 246778m 246788m 247789m 247889m 247899m 266789m 267789m 267889m 267899m 446789m 466789m 467789m 467889m 467899m
246888m,246888m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.444444,"(8, 2, 0, 8, 5.44444)",0,18,124888m 126888m 146888m 224888m 226888m 244888m 246788m 247888m 248888m 248889m 266888m 267888m 268888m 446888m 466888m 467888m 468888m 468889m
246999m,246999m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.647059,"(8, 2, 0, 8, 5.64706)",2,17,124999m 126999m 146999m 224999m 226999m 244999m 247999m 248999m 249999m 266999m 267999m 268999m 446999m 466999m 467999m 468999m 469999m
255556m,255556m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,1,12,6.461538,"(8, 2, 1, 12, 6.46154)",1,13,125555m 125556m 155556m 225555m 225556m 235555m 235556m 255566m 255568m 355556m 555566m 555568m 555569m
255578m,255578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.352941,"(8, 2, 2, 12, 6.35294)",1,17,125557m 125558m 155578m 225557m 225558m 235557m 235558m 245557m 245558m 255557m 255577m 255588m 355578m 455578m 555578m 555778m 555788m
256666m,256666m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,1,12,6.461538,"(8, 2, 1, 12, 6.46154)",1,13,125666m 126666m 156666m 225666m 226666m 235666m 236666m 255666m 266668m 356666m 556666m 566668m 566669m
256888m,256888m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,125888m 126888m 156888m 225888m 226888m 235888m 236888m 255888m 266888m 268888m 356888m 556888m 566888m 568888m 568889m
256999m,256999m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,125999m 126999m 156999m 225999m 226999m 235999m 236999m 255999m 266999m 268999m 356999m 556999m 566999m 568999m 569999m
266667m,266667m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,1,12,6.400000,"(8, 2, 1, 12, 6.4)",1,15,126666m 126667m 166667m 226666m 226667m 236666m 236667m 246666m 246667m 266677m 266679m 366667m 466667m 666677m 666679m
267777m,267777m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,1,12,6.400000,"(8, 2, 1, 12, 6.4)",1,15,126777m 127777m 167777m 226777m 227777m 236777m 237777m 246777m 247777m 266777m 277779m 367777m 467777m 667777m 677779m
267999m,267999m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.588235,"(8, 2, 2, 12, 6.58824)",1,17,126999m 127999m 167999m 226999m 227999m 236999m 237999m 246999m 247999m 266999m 277999m 279999m 367999m 467999m 667999m 677999m 679999m
277778m,277778m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,1,12,6.133333,"(8, 2, 1, 12, 6.13333)",1,15,127777m 127778m 177778m 227777m 227778m 237777m 237778m 247777m 247778m 257777m 277788m 377778m 477778m 577778m 777788m
278888m,278888m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,1,12,6.133333,"(8, 2, 1, 12, 6.13333)",1,15,127888m 128888m 178888m 227888m 228888m 237888m 238888m 247888m 248888m 257888m 277888m 378888m 478888m 578888m 778888m
333346m,333346m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.933333,"(8, 2, 1, 12, 6.93333)",1,15,133334m 133336m 133346m 333344m 333347m 333348m 333349m 333366m 333367m 333368m 333446m 333466m 333467m 333468m 333469m
333347m,333347m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.666667,"(8, 2, 1, 12, 6.66667)",1,15,133334m 133337m 333344m 333346m 333348m 333349m 333367m 333377m 333378m 333379m 333447m 333467m 333477m 333478m 333479m
333348m,333348m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.400000,"(8, 2, 1, 12, 6.4)",1,15,133334m 133338m 333344m 333346m 333347m 333349m 333368m 333378m 333388m 333389m 333448m 333468m 333478m 333488m 333489m
333349m,333349m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,5.714286,"(8, 2, 1, 12, 5.71429)",1,14,133334m 133339m 333344m 333346m 333347m 333348m 333379m 333389m 333399m 333449m 333469m 333479m 333489m 333499m
333356m,333356m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,7.200000,"(8, 2, 2, 12, 7.2)",1,15,133335m 133336m 133356m 233335m 233336m 233356m 333355m 333358m 333359m 333366m 333368m 333556m 333566m 333568m 333569m
333357m,333357m33z,メンツ＋リャンカン,4m 6m,2,8,0,0,8,6.250000,"(8, 2, 0, 8, 6.25)",2,16,133335m 133337m 133357m 233335m 233337m 233357m 333355m 333358m 333359m 333377m 333378m 333379m 333557m 333577m 333578m 333579m
333367m,333367m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,7.200000,"(8, 2, 2, 12, 7.2)",1,15,133336m 133337m 133367m 233336m 233337m 233367m 333346m 333347m 333366m 333377m 333379m 333467m 333667m 333677m 333679m
333378m,333378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,7.250000,"(8, 2, 2, 12, 7.25)",1,16,133337m 133338m 133378m 233337m 233338m 233378m 333347m 333348m 333357m 333358m 333377m 333388m 333478m 333578m 333778m 333788m
333467m,333467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,7.000000,"(8, 2, 2, 12, 7)",1,18,133346m 133367m 233346m 233347m 233367m 233467m 333346m 333347m 333367m 333446m 333447m 333466m 333469m 333477m 333479m 333667m 333677m 333679m
333468m,333468m33z,メンツ＋リャンカン,5m 7m,2,8,0,0,8,5.444444,"(8, 2, 0, 8, 5.44444)",2,18,133346m 133368m 233346m 233348m 233368m 233468m 333346m 333348m 333368m 333446m 333448m 333466m 333469m 333488m 333489m 333668m 333688m 333689m
333478m,333478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.888889,"(8, 2, 2, 12, 6.88889)",1,18,133378m 233347m 233348m 233378m 233478m 333347m 333348m 333378m 333447m 333448m 333457m 333458m 333477m 333488m 333578m 333778m 333788m 334578m
333568m,333568m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,133356m 133368m 233356m 233368m 333356m 333358m 333368m 333556m 333558m 333566m 333569m 333588m 333589m 333668m 333688m 333689m
333569m,333569m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,133356m 233356m 333356m 333359m 333556m 333559m 333566m 333568m 333589m 333599m 333669m 333689m 333699m
333578m,333578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,7.176471,"(8, 2, 2, 12, 7.17647)",1,17,133357m 133378m 233357m 233378m 333357m 333358m 333378m 333457m 333458m 333478m 333557m 333558m 333577m 333588m 333778m 333788m 334578m
333579m,333579m33z,メンツ＋リャンカン,6m 8m,2,8,0,0,8,5.529412,"(8, 2, 0, 8, 5.52941)",0,17,133357m 133379m 233357m 233379m 333357m 333359m 333379m 333457m 333459m 333479m 333557m 333559m 333577m 333599m 333779m 333799m 334579m
333679m,333679m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,133367m 133379m 233367m 233379m 333367m 333379m 333467m 333469m 333479m 333667m 333669m 333677m 333699m 333779m 333799m
334578m,334578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,3,12,7.238095,"(8, 2, 3, 12, 7.2381)",1,21,133457m 133458m 134578m 233457m 233458m 233478m 234578m 333457m 333458m 333478m 333578m 334457m 334458m 334557m 334558m 334577m 334588m 344578m 345578m 345778m 345788m
344446m,344446m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.666667,"(8, 2, 1, 12, 6.66667)",1,15,134444m 134446m 144446m 334444m 334446m 344447m 344448m 344449m 344466m 344467m 344468m 444466m 444467m 444468m 444469m
344447m,344447m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.666667,"(8, 2, 1, 12, 6.66667)",1,15,134444m 134447m 334444m 334447m 344446m 344448m 344449m 344467m 344477m 344478m 344479m 444467m 444477m 444478m 444479m
344448m,344448m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.400000,"(8, 2, 1, 12, 6.4)",1,15,134444m 134448m 334444m 334448m 344446m 344447m 344449m 344468m 344478m 344488m 344489m 444468m 444478m 444488m 444489m
