from,to,change,from_score,to_score,from_ukeire_count,to_ukeire_count,from_fixed_ryanmen_count,to_fixed_ryanmen_count
223458m,223345m,ツモ3m / 打8m,"(4, 2, 13, 15, 6.73913)","(11, 4, 4, 15, 8.58824)",4,11,0,1
223458m,223445m,ツモ4m / 打8m,"(4, 2, 13, 15, 6.73913)","(11, 4, 2, 14, 7.17647)",4,11,0,1
223458m,223455m,ツモ5m / 打8m,"(4, 2, 13, 15, 6.73913)","(6, 3, 10, 15, 8.5)",4,6,0,0
223458m,223456m,ツモ6m / 打8m,"(4, 2, 13, 15, 6.73913)","(15, 5, 0, 15, 7.6875)",4,15,0,1
223458m,234578m,ツモ7m / 打2m,"(4, 2, 13, 15, 6.73913)","(8, 2, 5, 12, 8.08)",4,8,0,1
223459m,122345m,ツモ1m / 打9m,"(4, 2, 12, 15, 6.68182)","(11, 4, 0, 11, 6.36842)",4,11,0,1
223459m,223345m,ツモ3m / 打9m,"(4, 2, 12, 15, 6.68182)","(11, 4, 4, 15, 8.58824)",4,11,0,1
223459m,223445m,ツモ4m / 打9m,"(4, 2, 12, 15, 6.68182)","(11, 4, 2, 14, 7.17647)",4,11,0,1
223459m,223455m,ツモ5m / 打9m,"(4, 2, 12, 15, 6.68182)","(6, 3, 10, 15, 8.5)",4,6,0,0
223459m,223456m,ツモ6m / 打9m,"(4, 2, 12, 15, 6.68182)","(15, 5, 0, 15, 7.6875)",4,15,0,1
223459m,223457m,ツモ7m / 打9m,"(4, 2, 12, 15, 6.68182)","(8, 3, 4, 11, 6.85)",4,8,0,0
223466m,123466m,ツモ1m / 打2m,"(4, 2, 12, 15, 7.44444)","(8, 3, 2, 12, 6.63158)",4,8,0,0
223466m,222466m,ツモ2m / 打3m,"(4, 2, 12, 15, 7.44444)","(8, 3, 1, 12, 6.21429)",4,8,0,0
223466m,223346m,ツモ3m / 打6m,"(4, 2, 12, 15, 7.44444)","(7, 2, 7, 16, 8)",4,7,0,1
223466m,234466m,ツモ4m / 打2m,"(4, 2, 12, 15, 7.44444)","(8, 3, 2, 12, 6.73333)",4,8,0,0
223466m,234566m,ツモ5m / 打2m,"(4, 2, 12, 15, 7.44444)","(15, 5, 0, 15, 8.1875)",4,15,0,1
223466m,234667m,ツモ7m / 打2m,"(4, 2, 12, 15, 7.44444)","(12, 4, 0, 12, 7.66667)",4,12,0,1
223466m,234668m,ツモ8m / 打2m,"(4, 2, 12, 15, 7.44444)","(8, 3, 2, 15, 6.875)",4,8,0,0
223467m,234667m,ツモ6m / 打2m,"(8, 2, 2, 12, 7)","(12, 4, 0, 12, 7.66667)",8,12,1,1
223467m,234677m,ツモ7m / 打2m,"(8, 2, 2, 12, 7)","(12, 4, 0, 12, 7.33333)",8,12,1,1
223468m,123468m,ツモ1m / 打2m,"(4, 1, 13, 15, 6.25)","(8, 2, 0, 8, 5.66667)",4,8,0,0
223468m,222468m,ツモ2m / 打3m,"(4, 1, 13, 15, 6.25)","(8, 2, 0, 8, 5.44444)",4,8,0,0
223468m,223346m,ツモ3m / 打8m,"(4, 1, 13, 15, 6.25)","(7, 2, 7, 16, 8)",4,7,0,1
223468m,223456m,ツモ5m / 打8m,"(4, 1, 13, 15, 6.25)","(15, 5, 0, 15, 7.6875)",4,15,0,1
223468m,234468m,ツモ4m / 打2m,"(4, 1, 13, 15, 6.25)","(8, 2, 1, 11, 5.9)",4,8,0,0
223468m,234668m,ツモ6m / 打2m,"(4, 1, 13, 15, 6.25)","(8, 3, 2, 15, 6.875)",4,8,0,0
223468m,234688m,ツモ8m / 打2m,"(4, 1, 13, 15, 6.25)","(8, 3, 1, 11, 5.9375)",4,8,0,0
223477m,222347m,ツモ2m / 打7m,"(4, 2, 9, 12, 6.22222)","(7, 3, 9, 16, 6.45833)",4,7,0,1
223477m,223347m,ツモ3m / 打7m,"(4, 2, 9, 12, 6.22222)","(7, 2, 9, 16, 7.25)",4,7,0,1
223477m,223457m,ツモ5m / 打7m,"(4, 2, 9, 12, 6.22222)","(8, 3, 4, 11, 6.85)",4,8,0,0
223477m,234677m,ツモ6m / 打2m,"(4, 2, 9, 12, 6.22222)","(12, 4, 0, 12, 7.33333)",4,12,0,1
223477m,234778m,ツモ8m / 打2m,"(4, 2, 9, 12, 6.22222)","(12, 4, 0, 12, 7.69231)",4,12,0,1
223477m,234779m,ツモ9m / 打2m,"(4, 2, 9, 12, 6.22222)","(8, 3, 1, 12, 6.13333)",4,8,0,0
223478m,234778m,ツモ7m / 打2m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 7.69231)",8,12,1,1
223478m,234788m,ツモ8m / 打2m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 7.38462)",8,12,1,1
223479m,222347m,ツモ2m / 打9m,"(4, 1, 10, 8, 5.3913)","(7, 3, 9, 16, 6.45833)",4,7,0,1
223479m,223347m,ツモ3m / 打9m,"(4, 1, 10, 8, 5.3913)","(7, 2, 9, 16, 7.25)",4,7,0,1
223479m,223457m,ツモ5m / 打9m,"(4, 1, 10, 8, 5.3913)","(8, 3, 4, 11, 6.85)",4,8,0,0
223479m,223467m,ツモ6m / 打9m,"(4, 1, 10, 8, 5.3913)","(8, 2, 2, 12, 7)",4,8,0,1
223479m,234779m,ツモ7m / 打2m,"(4, 1, 10, 8, 5.3913)","(8, 3, 1, 12, 6.13333)",4,8,0,0
223479m,234799m,ツモ9m / 打2m,"(4, 1, 10, 8, 5.3913)","(8, 3, 0, 8, 5.33333)",4,8,0,0
223488m,222348m,ツモ2m / 打8m,"(4, 2, 6, 12, 5.33333)","(7, 3, 7, 16, 6.125)",4,7,0,1
223488m,223348m,ツモ3m / 打8m,"(4, 2, 6, 12, 5.33333)","(7, 2, 5, 16, 6.45)",4,7,0,1
223488m,234688m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.33333)","(8, 3, 1, 11, 5.9375)",4,8,0,0
223488m,234788m,ツモ7m / 打2m,"(4, 2, 6, 12, 5.33333)","(12, 4, 0, 12, 7.38462)",4,12,0,1
223488m,234889m,ツモ9m / 打2m,"(4, 2, 6, 12, 5.33333)","(8, 3, 0, 8, 5.06667)",4,8,0,0
223489m,222348m,ツモ2m / 打9m,"(4, 1, 6, 8, 4.69565)","(7, 3, 7, 16, 6.125)",4,7,0,1
223489m,223348m,ツモ3m / 打9m,"(4, 1, 6, 8, 4.69565)","(7, 2, 5, 16, 6.45)",4,7,0,1
223489m,234889m,ツモ8m / 打2m,"(4, 1, 6, 8, 4.69565)","(8, 3, 0, 8, 5.06667)",4,8,0,0
223489m,234899m,ツモ9m / 打2m,"(4, 1, 6, 8, 4.69565)","(8, 3, 0, 8, 4.8)",4,8,0,0
223499m,222349m,ツモ2m / 打9m,"(4, 2, 4, 8, 4.70588)","(7, 3, 3, 16, 5.59091)",4,7,0,1
223499m,223349m,ツモ3m / 打9m,"(4, 2, 4, 8, 4.70588)","(7, 2, 3, 16, 6.27778)",4,7,0,1
223499m,234799m,ツモ7m / 打2m,"(4, 2, 4, 8, 4.70588)","(8, 3, 0, 8, 5.33333)",4,8,0,0
223499m,234899m,ツモ8m / 打2m,"(4, 2, 4, 8, 4.70588)","(8, 3, 0, 8, 4.8)",4,8,0,0
224444m,244445m,ツモ5m / 打2m,"(8, 3, 0, 8, 5)","(8, 2, 1, 12, 6)",8,8,0,1
224445m,122444m,ツモ1m / 打5m,"(4, 2, 8, 14, 7.2)","(8, 3, 0, 8, 4.61538)",4,8,0,0
224445m,234445m,ツモ3m / 打2m,"(4, 2, 8, 14, 7.2)","(14, 5, 0, 12, 7.0625)",4,14,0,1
224445m,244445m,ツモ4m / 打2m,"(4, 2, 8, 14, 7.2)","(8, 2, 1, 12, 6)",4,8,0,1
224445m,244456m,ツモ6m / 打2m,"(4, 2, 8, 14, 7.2)","(11, 4, 2, 16, 6.16667)",4,11,0,1
224446m,122444m,ツモ1m / 打6m,"(4, 2, 9, 12, 6.8125)","(8, 3, 0, 8, 4.61538)",4,8,0,0
224446m,223444m,ツモ3m / 打6m,"(4, 2, 9, 12, 6.8125)","(12, 5, 1, 14, 6.2)",4,12,0,1
224446m,224444m,ツモ4m / 打6m,"(4, 2, 9, 12, 6.8125)","(8, 3, 0, 8, 5)",4,8,0,0
224446m,244456m,ツモ5m / 打2m,"(4, 2, 9, 12, 6.8125)","(11, 4, 2, 16, 6.16667)",4,11,0,1
224446m,244467m,ツモ7m / 打2m,"(4, 2, 9, 12, 6.8125)","(8, 2, 3, 12, 6.77778)",4,8,0,1
224447m,122444m,ツモ1m / 打7m,"(4, 2, 6, 12, 5.625)","(8, 3, 0, 8, 4.61538)",4,8,0,0
224447m,223444m,ツモ3m / 打7m,"(4, 2, 6, 12, 5.625)","(12, 5, 1, 14, 6.2)",4,12,0,1
224447m,224444m,ツモ4m / 打7m,"(4, 2, 6, 12, 5.625)","(8, 3, 0, 8, 5)",4,8,0,0
224447m,244467m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.625)","(8, 2, 3, 12, 6.77778)",4,8,0,1
224447m,244478m,ツモ8m / 打2m,"(4, 2, 6, 12, 5.625)","(8, 2, 2, 12, 6.33333)",4,8,0,1
224448m,122444m,ツモ1m / 打8m,"(4, 2, 5, 12, 5.46667)","(8, 3, 0, 8, 4.61538)",4,8,0,0
224448m,223444m,ツモ3m / 打8m,"(4, 2, 5, 12, 5.46667)","(12, 5, 1, 14, 6.2)",4,12,0,1
224448m,224444m,ツモ4m / 打8m,"(4, 2, 5, 12, 5.46667)","(8, 3, 0, 8, 5)",4,8,0,0
224448m,244478m,ツモ7m / 打2m,"(4, 2, 5, 12, 5.46667)","(8, 2, 2, 12, 6.33333)",4,8,0,1
224449m,122444m,ツモ1m / 打9m,"(4, 2, 4, 12, 5.28571)","(8, 3, 0, 8, 4.61538)",4,8,0,0
224449m,223444m,ツモ3m / 打9m,"(4, 2, 4, 12, 5.28571)","(12, 5, 1, 14, 6.2)",4,12,0,1
224449m,224444m,ツモ4m / 打9m,"(4, 2, 4, 12, 5.28571)","(8, 3, 0, 8, 5)",4,8,0,0
224456m,244456m,ツモ4m / 打2m,"(8, 3, 1, 11, 5.66667)","(11, 4, 2, 16, 6.16667)",8,11,0,1
224555m,245555m,ツモ5m / 打2m,"(8, 3, 0, 8, 5.07143)","(8, 2, 1, 12, 6.28571)",8,8,0,1
224556m,122456m,ツモ1m / 打5m,"(4, 2, 11, 15, 7.05882)","(8, 3, 0, 8, 5.14286)",4,8,0,0
224556m,224456m,ツモ4m / 打5m,"(4, 2, 11, 15, 7.05882)","(8, 3, 1, 11, 5.66667)",4,8,0,0
224556m,224555m,ツモ5m / 打6m,"(4, 2, 11, 15, 7.05882)","(8, 3, 0, 8, 5.07143)",4,8,0,0
224556m,224567m,ツモ7m / 打5m,"(4, 2, 11, 15, 7.05882)","(8, 3, 2, 11, 6.25)",4,8,0,0
224556m,234556m,ツモ3m / 打2m,"(4, 2, 11, 15, 7.05882)","(15, 5, 0, 15, 9.26667)",4,15,0,1
224556m,245566m,ツモ6m / 打2m,"(4, 2, 11, 15, 7.05882)","(7, 2, 5, 16, 7.76471)",4,7,0,1
224566m,122456m,ツモ1m / 打6m,"(4, 2, 10, 15, 7)","(8, 3, 0, 8, 5.14286)",4,8,0,0
224566m,224456m,ツモ4m / 打6m,"(4, 2, 10, 15, 7)","(8, 3, 1, 11, 5.66667)",4,8,0,0
224566m,224666m,ツモ6m / 打5m,"(4, 2, 10, 15, 7)","(8, 3, 0, 8, 5.07143)",4,8,0,0
224566m,234566m,ツモ3m / 打2m,"(4, 2, 10, 15, 7)","(15, 5, 0, 15, 8.1875)",4,15,0,1
224566m,245566m,ツモ5m / 打2m,"(4, 2, 10, 15, 7)","(7, 2, 5, 16, 7.76471)",4,7,0,1
224566m,245667m,ツモ7m / 打2m,"(4, 2, 10, 15, 7)","(11, 3, 1, 14, 6.84211)",4,11,0,1
224567m,245667m,ツモ6m / 打2m,"(8, 3, 2, 11, 6.25)","(11, 3, 1, 14, 6.84211)",8,11,0,1
224567m,245678m,ツモ8m / 打2m,"(8, 3, 2, 11, 6.25)","(11, 3, 4, 15, 7.20833)",8,11,0,1
224568m,122456m,ツモ1m / 打8m,"(4, 2, 7, 15, 6.27778)","(8, 3, 0, 8, 5.14286)",4,8,0,0
224568m,223456m,ツモ3m / 打8m,"(4, 2, 7, 15, 6.27778)","(15, 5, 0, 15, 7.6875)",4,15,0,1
224568m,224456m,ツモ4m / 打8m,"(4, 2, 7, 15, 6.27778)","(8, 3, 1, 11, 5.66667)",4,8,0,0
224568m,245678m,ツモ7m / 打2m,"(4, 2, 7, 15, 6.27778)","(11, 3, 4, 15, 7.20833)",4,11,0,1
224569m,122456m,ツモ1m / 打9m,"(4, 2, 6, 15, 6.26667)","(8, 3, 0, 8, 5.14286)",4,8,0,0
224569m,223456m,ツモ3m / 打9m,"(4, 2, 6, 15, 6.26667)","(15, 5, 0, 15, 7.6875)",4,15,0,1
224569m,224456m,ツモ4m / 打9m,"(4, 2, 6, 15, 6.26667)","(8, 3, 1, 11, 5.66667)",4,8,0,0
224569m,224567m,ツモ7m / 打9m,"(4, 2, 6, 15, 6.26667)","(8, 3, 2, 11, 6.25)",4,8,0,0
224678m,245678m,ツモ5m / 打2m,"(8, 3, 1, 11, 5.9375)","(11, 3, 4, 15, 7.20833)",8,11,0,1
224777m,245777m,ツモ5m / 打2m,"(8, 3, 0, 8, 5.23077)","(8, 2, 2, 12, 6.5)",8,8,0,1
224789m,245789m,ツモ5m / 打2m,"(8, 3, 0, 8, 5.42857)","(8, 2, 2, 12, 6.5)",8,8,0,1
224888m,245888m,ツモ5m / 打2m,"(8, 3, 0, 8, 5.23077)","(8, 2, 2, 12, 6.5)",8,8,0,1
224999m,245999m,ツモ5m / 打2m,"(8, 3, 0, 8, 5.23077)","(8, 2, 2, 12, 6.5)",8,8,0,1
225555m,122555m,ツモ1m / 打5m,"(4, 2, 6, 12, 6.33333)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225555m,223555m,ツモ3m / 打5m,"(4, 2, 6, 12, 6.33333)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225555m,245555m,ツモ4m / 打2m,"(4, 2, 6, 12, 6.33333)","(8, 2, 1, 12, 6.28571)",4,8,0,1
225555m,255556m,ツモ6m / 打2m,"(4, 2, 6, 12, 6.33333)","(8, 2, 1, 12, 6.46154)",4,8,0,1
225556m,122555m,ツモ1m / 打6m,"(4, 2, 7, 12, 5.875)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225556m,223555m,ツモ3m / 打6m,"(4, 2, 7, 12, 5.875)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225556m,224555m,ツモ4m / 打6m,"(4, 2, 7, 12, 5.875)","(8, 3, 0, 8, 5.07143)",4,8,0,0
225556m,255556m,ツモ5m / 打2m,"(4, 2, 7, 12, 5.875)","(8, 2, 1, 12, 6.46154)",4,8,0,1
225556m,255567m,ツモ7m / 打2m,"(4, 2, 7, 12, 5.875)","(7, 3, 7, 16, 6.73913)",4,7,0,1
225557m,122555m,ツモ1m / 打7m,"(4, 2, 6, 12, 5.6875)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225557m,223555m,ツモ3m / 打7m,"(4, 2, 6, 12, 5.6875)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225557m,224555m,ツモ4m / 打7m,"(4, 2, 6, 12, 5.6875)","(8, 3, 0, 8, 5.07143)",4,8,0,0
225557m,255567m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.6875)","(7, 3, 7, 16, 6.73913)",4,7,0,1
225557m,255578m,ツモ8m / 打2m,"(4, 2, 6, 12, 5.6875)","(8, 2, 2, 12, 6.35294)",4,8,0,1
225558m,122555m,ツモ1m / 打8m,"(4, 2, 5, 12, 5.71429)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225558m,223555m,ツモ3m / 打8m,"(4, 2, 5, 12, 5.71429)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225558m,224555m,ツモ4m / 打8m,"(4, 2, 5, 12, 5.71429)","(8, 3, 0, 8, 5.07143)",4,8,0,0
225558m,255578m,ツモ7m / 打2m,"(4, 2, 5, 12, 5.71429)","(8, 2, 2, 12, 6.35294)",4,8,0,1
225559m,122555m,ツモ1m / 打9m,"(4, 2, 4, 12, 5.53846)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225559m,223555m,ツモ3m / 打9m,"(4, 2, 4, 12, 5.53846)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225559m,224555m,ツモ4m / 打9m,"(4, 2, 4, 12, 5.53846)","(8, 3, 0, 8, 5.07143)",4,8,0,0
225567m,122567m,ツモ1m / 打5m,"(4, 2, 7, 12, 5.64706)","(8, 3, 0, 8, 5.06667)",4,8,0,0
225567m,223567m,ツモ3m / 打5m,"(4, 2, 7, 12, 5.64706)","(12, 4, 0, 12, 7)",4,12,0,1
225567m,224567m,ツモ4m / 打5m,"(4, 2, 7, 12, 5.64706)","(8, 3, 2, 11, 6.25)",4,8,0,0
225567m,255567m,ツモ5m / 打2m,"(4, 2, 7, 12, 5.64706)","(7, 3, 7, 16, 6.73913)",4,7,0,1
225567m,255667m,ツモ6m / 打2m,"(4, 2, 7, 12, 5.64706)","(7, 2, 5, 16, 6.72222)",4,7,0,1
225666m,122666m,ツモ1m / 打5m,"(4, 2, 6, 12, 5.73333)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225666m,223666m,ツモ3m / 打5m,"(4, 2, 6, 12, 5.73333)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225666m,224666m,ツモ4m / 打5m,"(4, 2, 6, 12, 5.73333)","(8, 3, 0, 8, 5.07143)",4,8,0,0
225666m,256666m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.73333)","(8, 2, 1, 12, 6.46154)",4,8,0,1
225667m,122567m,ツモ1m / 打6m,"(4, 2, 8, 12, 5.94444)","(8, 3, 0, 8, 5.06667)",4,8,0,0
225667m,223567m,ツモ3m / 打6m,"(4, 2, 8, 12, 5.94444)","(12, 4, 0, 12, 7)",4,12,0,1
225667m,245667m,ツモ4m / 打2m,"(4, 2, 8, 12, 5.94444)","(11, 3, 1, 14, 6.84211)",4,11,0,1
225667m,255667m,ツモ5m / 打2m,"(4, 2, 8, 12, 5.94444)","(7, 2, 5, 16, 6.72222)",4,7,0,1
225667m,256677m,ツモ7m / 打2m,"(4, 2, 8, 12, 5.94444)","(7, 2, 7, 16, 7)",4,7,0,1
225667m,256678m,ツモ8m / 打2m,"(4, 2, 8, 12, 5.94444)","(7, 2, 7, 14, 6.43478)",4,7,0,1
225677m,122567m,ツモ1m / 打7m,"(4, 2, 8, 12, 5.77778)","(8, 3, 0, 8, 5.06667)",4,8,0,0
225677m,223567m,ツモ3m / 打7m,"(4, 2, 8, 12, 5.77778)","(12, 4, 0, 12, 7)",4,12,0,1
225677m,245677m,ツモ4m / 打2m,"(4, 2, 8, 12, 5.77778)","(8, 3, 5, 15, 7.25)",4,8,0,0
225677m,256677m,ツモ6m / 打2m,"(4, 2, 8, 12, 5.77778)","(7, 2, 7, 16, 7)",4,7,0,1
225677m,256777m,ツモ7m / 打2m,"(4, 2, 8, 12, 5.77778)","(7, 3, 7, 16, 6.68182)",4,7,0,1
225677m,256778m,ツモ8m / 打2m,"(4, 2, 8, 12, 5.77778)","(7, 2, 10, 15, 7)",4,7,0,1
225678m,122567m,ツモ1m / 打8m,"(4, 2, 11, 12, 6.16667)","(8, 3, 0, 8, 5.06667)",4,8,0,0
225678m,122678m,ツモ1m / 打5m,"(4, 2, 11, 12, 6.16667)","(8, 3, 0, 8, 5.06667)",4,8,0,0
225678m,223678m,ツモ3m / 打5m,"(4, 2, 11, 12, 6.16667)","(12, 4, 0, 12, 7.38462)",4,12,0,1
225678m,245678m,ツモ4m / 打2m,"(4, 2, 11, 12, 6.16667)","(11, 3, 4, 15, 7.20833)",4,11,0,1
225678m,256678m,ツモ6m / 打2m,"(4, 2, 11, 12, 6.16667)","(7, 2, 7, 14, 6.43478)",4,7,0,1
225678m,256778m,ツモ7m / 打2m,"(4, 2, 11, 12, 6.16667)","(7, 2, 10, 15, 7)",4,7,0,1
225678m,256789m,ツモ9m / 打2m,"(4, 2, 11, 12, 6.16667)","(7, 2, 8, 11, 6)",4,7,0,1
225679m,122567m,ツモ1m / 打9m,"(4, 2, 6, 12, 5.6875)","(8, 3, 0, 8, 5.06667)",4,8,0,0
225679m,223567m,ツモ3m / 打9m,"(4, 2, 6, 12, 5.6875)","(12, 4, 0, 12, 7)",4,12,0,1
225679m,224567m,ツモ4m / 打9m,"(4, 2, 6, 12, 5.6875)","(8, 3, 2, 11, 6.25)",4,8,0,0
225679m,256789m,ツモ8m / 打2m,"(4, 2, 6, 12, 5.6875)","(7, 2, 8, 11, 6)",4,7,0,1
225777m,122777m,ツモ1m / 打5m,"(4, 2, 6, 12, 5.92857)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225777m,223777m,ツモ3m / 打5m,"(4, 2, 6, 12, 5.92857)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225777m,245777m,ツモ4m / 打2m,"(4, 2, 6, 12, 5.92857)","(8, 2, 2, 12, 6.5)",4,8,0,1
225777m,256777m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.92857)","(7, 3, 7, 16, 6.68182)",4,7,0,1
225789m,122789m,ツモ1m / 打5m,"(4, 2, 6, 12, 5.8)","(8, 3, 0, 8, 4.85714)",4,8,0,0
225789m,223789m,ツモ3m / 打5m,"(4, 2, 6, 12, 5.8)","(12, 4, 0, 12, 7)",4,12,0,1
225789m,245789m,ツモ4m / 打2m,"(4, 2, 6, 12, 5.8)","(8, 2, 2, 12, 6.5)",4,8,0,1
225789m,256789m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.8)","(7, 2, 8, 11, 6)",4,7,0,1
225888m,122888m,ツモ1m / 打5m,"(4, 2, 6, 12, 6.15385)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225888m,223888m,ツモ3m / 打5m,"(4, 2, 6, 12, 6.15385)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225888m,245888m,ツモ4m / 打2m,"(4, 2, 6, 12, 6.15385)","(8, 2, 2, 12, 6.5)",4,8,0,1
225888m,256888m,ツモ6m / 打2m,"(4, 2, 6, 12, 6.15385)","(8, 2, 2, 12, 6.66667)",4,8,0,1
225999m,122999m,ツモ1m / 打5m,"(4, 2, 6, 12, 6.15385)","(8, 3, 0, 8, 4.61538)",4,8,0,0
225999m,223999m,ツモ3m / 打5m,"(4, 2, 6, 12, 6.15385)","(12, 4, 0, 12, 6.54545)",4,12,0,1
225999m,245999m,ツモ4m / 打2m,"(4, 2, 6, 12, 6.15385)","(8, 2, 2, 12, 6.5)",4,8,0,1
225999m,256999m,ツモ6m / 打2m,"(4, 2, 6, 12, 6.15385)","(8, 2, 2, 12, 6.66667)",4,8,0,1
226666m,122666m,ツモ1m / 打6m,"(4, 2, 7, 12, 6.46154)","(8, 3, 0, 8, 4.61538)",4,8,0,0
226666m,223666m,ツモ3m / 打6m,"(4, 2, 7, 12, 6.46154)","(12, 4, 0, 12, 6.54545)",4,12,0,1
226666m,224666m,ツモ4m / 打6m,"(4, 2, 7, 12, 6.46154)","(8, 3, 0, 8, 5.07143)",4,8,0,0
226666m,256666m,ツモ5m / 打2m,"(4, 2, 7, 12, 6.46154)","(8, 2, 1, 12, 6.46154)",4,8,0,1
226666m,266667m,ツモ7m / 打2m,"(4, 2, 7, 12, 6.46154)","(8, 2, 1, 12, 6.4)",4,8,0,1
226667m,122666m,ツモ1m / 打7m,"(4, 2, 6, 12, 5.52941)","(8, 3, 0, 8, 4.61538)",4,8,0,0
226667m,223666m,ツモ3m / 打7m,"(4, 2, 6, 12, 5.52941)","(12, 4, 0, 12, 6.54545)",4,12,0,1
226667m,224666m,ツモ4m / 打7m,"(4, 2, 6, 12, 5.52941)","(8, 3, 0, 8, 5.07143)",4,8,0,0
226667m,266667m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.52941)","(8, 2, 1, 12, 6.4)",4,8,0,1
226667m,266678m,ツモ8m / 打2m,"(4, 2, 6, 12, 5.52941)","(7, 3, 8, 16, 6.625)",4,7,0,1
226668m,122666m,ツモ1m / 打8m,"(4, 2, 5, 12, 5.53333)","(8, 3, 0, 8, 4.61538)",4,8,0,0
226668m,223666m,ツモ3m / 打8m,"(4, 2, 5, 12, 5.53333)","(12, 4, 0, 12, 6.54545)",4,12,0,1
226668m,224666m,ツモ4m / 打8m,"(4, 2, 5, 12, 5.53333)","(8, 3, 0, 8, 5.07143)",4,8,0,0
226668m,266678m,ツモ7m / 打2m,"(4, 2, 5, 12, 5.53333)","(7, 3, 8, 16, 6.625)",4,7,0,1
226669m,122666m,ツモ1m / 打9m,"(4, 2, 4, 12, 5.53846)","(8, 3, 0, 8, 4.61538)",4,8,0,0
226669m,223666m,ツモ3m / 打9m,"(4, 2, 4, 12, 5.53846)","(12, 4, 0, 12, 6.54545)",4,12,0,1
226669m,224666m,ツモ4m / 打9m,"(4, 2, 4, 12, 5.53846)","(8, 3, 0, 8, 5.07143)",4,8,0,0
226678m,122678m,ツモ1m / 打6m,"(4, 2, 8, 12, 5.77778)","(8, 3, 0, 8, 5.06667)",4,8,0,0
226678m,223678m,ツモ3m / 打6m,"(4, 2, 8, 12, 5.77778)","(12, 4, 0, 12, 7.38462)",4,12,0,1
226678m,224678m,ツモ4m / 打6m,"(4, 2, 8, 12, 5.77778)","(8, 3, 1, 11, 5.9375)",4,8,0,0
226678m,256678m,ツモ5m / 打2m,"(4, 2, 8, 12, 5.77778)","(7, 2, 7, 14, 6.43478)",4,7,0,1
226678m,266678m,ツモ6m / 打2m,"(4, 2, 8, 12, 5.77778)","(7, 3, 8, 16, 6.625)",4,7,0,1
226678m,266778m,ツモ7m / 打2m,"(4, 2, 8, 12, 5.77778)","(7, 2, 6, 16, 6.65)",4,7,0,1
226777m,122777m,ツモ1m / 打6m,"(4, 2, 7, 12, 5.875)","(8, 3, 0, 8, 4.61538)",4,8,0,0
226777m,223777m,ツモ3m / 打6m,"(4, 2, 7, 12, 5.875)","(12, 4, 0, 12, 6.54545)",4,12,0,1
226777m,224777m,ツモ4m / 打6m,"(4, 2, 7, 12, 5.875)","(8, 3, 0, 8, 5.23077)",4,8,0,0
226777m,256777m,ツモ5m / 打2m,"(4, 2, 7, 12, 5.875)","(7, 3, 7, 16, 6.68182)",4,7,0,1
226777m,267777m,ツモ7m / 打2m,"(4, 2, 7, 12, 5.875)","(8, 2, 1, 12, 6.4)",4,8,0,1
226778m,122678m,ツモ1m / 打7m,"(4, 2, 8, 12, 5.63158)","(8, 3, 0, 8, 5.06667)",4,8,0,0
226778m,223678m,ツモ3m / 打7m,"(4, 2, 8, 12, 5.63158)","(12, 4, 0, 12, 7.38462)",4,12,0,1
226778m,224678m,ツモ4m / 打7m,"(4, 2, 8, 12, 5.63158)","(8, 3, 1, 11, 5.9375)",4,8,0,0
226778m,256778m,ツモ5m / 打2m,"(4, 2, 8, 12, 5.63158)","(7, 2, 10, 15, 7)",4,7,0,1
226778m,266778m,ツモ6m / 打2m,"(4, 2, 8, 12, 5.63158)","(7, 2, 6, 16, 6.65)",4,7,0,1
226778m,267788m,ツモ8m / 打2m,"(4, 2, 8, 12, 5.63158)","(7, 2, 5, 16, 6.45)",4,7,0,1
226778m,267789m,ツモ9m / 打2m,"(4, 2, 8, 12, 5.63158)","(7, 2, 7, 11, 5.875)",4,7,0,1
226788m,122678m,ツモ1m / 打8m,"(4, 2, 6, 12, 5.33333)","(8, 3, 0, 8, 5.06667)",4,8,0,0
