from,to,change,from_score,to_score,from_ukeire_count,to_ukeire_count,from_fixed_ryanmen_count,to_fixed_ryanmen_count
111124m,111145m,ツモ5m / 打2m,"(4, 1, 6, 8, 5.5)","(8, 2, 2, 12, 6.90909)",4,8,0,1
111124m,111224m,ツモ2m / 打1m,"(4, 1, 6, 8, 5.5)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111124m,111244m,ツモ4m / 打1m,"(4, 1, 6, 8, 5.5)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111124m,111246m,ツモ6m / 打1m,"(4, 1, 6, 8, 5.5)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111125m,111122m,ツモ2m / 打5m,"(4, 1, 5, 8, 5.33333)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111125m,111145m,ツモ4m / 打2m,"(4, 1, 5, 8, 5.33333)","(8, 2, 2, 12, 6.90909)",4,8,0,1
111125m,111156m,ツモ6m / 打2m,"(4, 1, 5, 8, 5.33333)","(8, 2, 2, 12, 6.76923)",4,8,0,1
111126m,111122m,ツモ2m / 打6m,"(4, 1, 6, 8, 5.41176)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111126m,111156m,ツモ5m / 打2m,"(4, 1, 6, 8, 5.41176)","(8, 2, 2, 12, 6.76923)",4,8,0,1
111126m,111246m,ツモ4m / 打1m,"(4, 1, 6, 8, 5.41176)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111126m,111267m,ツモ7m / 打1m,"(4, 1, 6, 8, 5.41176)","(8, 2, 2, 12, 6.55556)",4,8,0,1
111127m,111122m,ツモ2m / 打7m,"(4, 1, 5, 8, 5.11111)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111127m,111178m,ツモ8m / 打2m,"(4, 1, 5, 8, 5.11111)","(8, 2, 2, 12, 6.46154)",4,8,0,1
111127m,111267m,ツモ6m / 打1m,"(4, 1, 5, 8, 5.11111)","(8, 2, 2, 12, 6.55556)",4,8,0,1
111128m,111122m,ツモ2m / 打8m,"(4, 1, 3, 8, 4.75)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111128m,111178m,ツモ7m / 打2m,"(4, 1, 3, 8, 4.75)","(8, 2, 2, 12, 6.46154)",4,8,0,1
111129m,111122m,ツモ2m / 打9m,"(4, 1, 1, 8, 4.28571)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111133m,111334m,ツモ4m / 打1m,"(8, 3, 1, 12, 5.66667)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111134m,111334m,ツモ3m / 打1m,"(8, 2, 2, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111134m,111344m,ツモ4m / 打1m,"(8, 2, 2, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111135m,111356m,ツモ6m / 打1m,"(8, 2, 0, 8, 5.71429)","(8, 2, 2, 12, 7)",8,8,0,1
111136m,111133m,ツモ3m / 打6m,"(4, 1, 8, 8, 5.88235)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111136m,111346m,ツモ4m / 打1m,"(4, 1, 8, 8, 5.88235)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111136m,111356m,ツモ5m / 打1m,"(4, 1, 8, 8, 5.88235)","(8, 2, 2, 12, 7)",4,8,0,1
111136m,111367m,ツモ7m / 打1m,"(4, 1, 8, 8, 5.88235)","(8, 2, 2, 12, 6.77778)",4,8,0,1
111137m,111133m,ツモ3m / 打7m,"(4, 1, 9, 8, 6)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111137m,111347m,ツモ4m / 打1m,"(4, 1, 9, 8, 6)","(8, 2, 2, 12, 6.82353)",4,8,0,1
111137m,111357m,ツモ5m / 打1m,"(4, 1, 9, 8, 6)","(8, 2, 0, 8, 6)",4,8,0,0
111137m,111367m,ツモ6m / 打1m,"(4, 1, 9, 8, 6)","(8, 2, 2, 12, 6.77778)",4,8,0,1
111137m,111378m,ツモ8m / 打1m,"(4, 1, 9, 8, 6)","(8, 2, 2, 12, 6.84211)",4,8,0,1
111138m,111133m,ツモ3m / 打8m,"(4, 1, 6, 8, 5.41176)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111138m,111134m,ツモ4m / 打8m,"(4, 1, 6, 8, 5.41176)","(8, 2, 2, 12, 6.76923)",4,8,0,1
111138m,111135m,ツモ5m / 打8m,"(4, 1, 6, 8, 5.41176)","(8, 2, 0, 8, 5.71429)",4,8,0,0
111138m,111378m,ツモ7m / 打1m,"(4, 1, 6, 8, 5.41176)","(8, 2, 2, 12, 6.84211)",4,8,0,1
111139m,111133m,ツモ3m / 打9m,"(4, 1, 4, 8, 5.06667)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111139m,111134m,ツモ4m / 打9m,"(4, 1, 4, 8, 5.06667)","(8, 2, 2, 12, 6.76923)",4,8,0,1
111139m,111135m,ツモ5m / 打9m,"(4, 1, 4, 8, 5.06667)","(8, 2, 0, 8, 5.71429)",4,8,0,0
111144m,111244m,ツモ2m / 打1m,"(4, 2, 6, 12, 6.90909)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111144m,111344m,ツモ3m / 打1m,"(4, 2, 6, 12, 6.90909)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111144m,111445m,ツモ5m / 打1m,"(4, 2, 6, 12, 6.90909)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111144m,111446m,ツモ6m / 打1m,"(4, 2, 6, 12, 6.90909)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111145m,111445m,ツモ4m / 打1m,"(8, 2, 2, 12, 6.90909)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111145m,111455m,ツモ5m / 打1m,"(8, 2, 2, 12, 6.90909)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111146m,111246m,ツモ2m / 打1m,"(4, 1, 8, 8, 6.13333)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111146m,111346m,ツモ3m / 打1m,"(4, 1, 8, 8, 6.13333)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111146m,111446m,ツモ4m / 打1m,"(4, 1, 8, 8, 6.13333)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111146m,111466m,ツモ6m / 打1m,"(4, 1, 8, 8, 6.13333)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111146m,111467m,ツモ7m / 打1m,"(4, 1, 8, 8, 6.13333)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111146m,111468m,ツモ8m / 打1m,"(4, 1, 8, 8, 6.13333)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111155m,111355m,ツモ3m / 打1m,"(4, 2, 7, 12, 7)","(8, 3, 1, 12, 6.21429)",4,8,0,0
111155m,111455m,ツモ4m / 打1m,"(4, 2, 7, 12, 7)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111155m,111556m,ツモ6m / 打1m,"(4, 2, 7, 12, 7)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111155m,111557m,ツモ7m / 打1m,"(4, 2, 7, 12, 7)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111156m,111556m,ツモ5m / 打1m,"(8, 2, 2, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111156m,111566m,ツモ6m / 打1m,"(8, 2, 2, 12, 6.76923)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111157m,111357m,ツモ3m / 打1m,"(4, 1, 9, 8, 6.25)","(8, 2, 0, 8, 6)",4,8,0,0
111157m,111457m,ツモ4m / 打1m,"(4, 1, 9, 8, 6.25)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111157m,111557m,ツモ5m / 打1m,"(4, 1, 9, 8, 6.25)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111157m,111577m,ツモ7m / 打1m,"(4, 1, 9, 8, 6.25)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111157m,111578m,ツモ8m / 打1m,"(4, 1, 9, 8, 6.25)","(8, 2, 2, 12, 7.25)",4,8,0,1
111157m,111579m,ツモ9m / 打1m,"(4, 1, 9, 8, 6.25)","(8, 2, 0, 8, 5.75)",4,8,0,0
111166m,111466m,ツモ4m / 打1m,"(4, 2, 6, 12, 6.46154)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111166m,111566m,ツモ5m / 打1m,"(4, 2, 6, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111166m,111667m,ツモ7m / 打1m,"(4, 2, 6, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111166m,111668m,ツモ8m / 打1m,"(4, 2, 6, 12, 6.46154)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111167m,111667m,ツモ6m / 打1m,"(8, 2, 2, 12, 6.28571)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111167m,111677m,ツモ7m / 打1m,"(8, 2, 2, 12, 6.28571)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111168m,111156m,ツモ5m / 打8m,"(4, 1, 5, 8, 5.25)","(8, 2, 2, 12, 6.76923)",4,8,0,1
111168m,111468m,ツモ4m / 打1m,"(4, 1, 5, 8, 5.25)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111168m,111668m,ツモ6m / 打1m,"(4, 1, 5, 8, 5.25)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111168m,111688m,ツモ8m / 打1m,"(4, 1, 5, 8, 5.25)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111177m,111577m,ツモ5m / 打1m,"(4, 2, 6, 12, 6.46154)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111177m,111677m,ツモ6m / 打1m,"(4, 2, 6, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111177m,111778m,ツモ8m / 打1m,"(4, 2, 6, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111177m,111779m,ツモ9m / 打1m,"(4, 2, 6, 12, 6.46154)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111178m,111778m,ツモ7m / 打1m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111178m,111788m,ツモ8m / 打1m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.54545)",8,12,1,1
111179m,111579m,ツモ5m / 打1m,"(4, 1, 5, 8, 5.33333)","(8, 2, 0, 8, 5.75)",4,8,0,0
111179m,111679m,ツモ6m / 打1m,"(4, 1, 5, 8, 5.33333)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111179m,111779m,ツモ7m / 打1m,"(4, 1, 5, 8, 5.33333)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111179m,111799m,ツモ9m / 打1m,"(4, 1, 5, 8, 5.33333)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111188m,111688m,ツモ6m / 打1m,"(4, 2, 4, 12, 5.66667)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111188m,111788m,ツモ7m / 打1m,"(4, 2, 4, 12, 5.66667)","(12, 4, 0, 12, 6.54545)",4,12,0,1
111188m,111889m,ツモ9m / 打1m,"(4, 2, 4, 12, 5.66667)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111189m,111889m,ツモ8m / 打1m,"(4, 1, 2, 8, 4.57143)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111189m,111899m,ツモ9m / 打1m,"(4, 1, 2, 8, 4.57143)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111199m,111799m,ツモ7m / 打1m,"(4, 2, 2, 8, 4.72727)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111199m,111899m,ツモ8m / 打1m,"(4, 2, 2, 8, 4.72727)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111224m,111245m,ツモ5m / 打2m,"(8, 3, 0, 8, 5.23077)","(8, 2, 2, 12, 6.5)",8,8,0,1
111225m,111122m,ツモ1m / 打5m,"(4, 2, 6, 12, 5.85714)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111225m,111223m,ツモ3m / 打5m,"(4, 2, 6, 12, 5.85714)","(12, 5, 0, 7, 4.66667)",4,12,0,1
111225m,111245m,ツモ4m / 打2m,"(4, 2, 6, 12, 5.85714)","(8, 2, 2, 12, 6.5)",4,8,0,1
111225m,111256m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.85714)","(8, 2, 2, 12, 6.625)",4,8,0,1
111226m,111122m,ツモ1m / 打6m,"(4, 2, 7, 12, 6)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111226m,111223m,ツモ3m / 打6m,"(4, 2, 7, 12, 6)","(12, 5, 0, 7, 4.66667)",4,12,0,1
111226m,111224m,ツモ4m / 打6m,"(4, 2, 7, 12, 6)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111226m,111256m,ツモ5m / 打2m,"(4, 2, 7, 12, 6)","(8, 2, 2, 12, 6.625)",4,8,0,1
111226m,111267m,ツモ7m / 打2m,"(4, 2, 7, 12, 6)","(8, 2, 2, 12, 6.55556)",4,8,0,1
111227m,111122m,ツモ1m / 打7m,"(4, 2, 6, 12, 5.625)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111227m,111223m,ツモ3m / 打7m,"(4, 2, 6, 12, 5.625)","(12, 5, 0, 7, 4.66667)",4,12,0,1
111227m,111224m,ツモ4m / 打7m,"(4, 2, 6, 12, 5.625)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111227m,111267m,ツモ6m / 打2m,"(4, 2, 6, 12, 5.625)","(8, 2, 2, 12, 6.55556)",4,8,0,1
111227m,111278m,ツモ8m / 打2m,"(4, 2, 6, 12, 5.625)","(8, 2, 2, 12, 6.33333)",4,8,0,1
111228m,111122m,ツモ1m / 打8m,"(4, 2, 5, 12, 5.46667)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111228m,111223m,ツモ3m / 打8m,"(4, 2, 5, 12, 5.46667)","(12, 5, 0, 7, 4.66667)",4,12,0,1
111228m,111224m,ツモ4m / 打8m,"(4, 2, 5, 12, 5.46667)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111228m,111278m,ツモ7m / 打2m,"(4, 2, 5, 12, 5.46667)","(8, 2, 2, 12, 6.33333)",4,8,0,1
111229m,111122m,ツモ1m / 打9m,"(4, 2, 4, 12, 5.28571)","(8, 3, 0, 8, 4.33333)",4,8,0,0
111229m,111223m,ツモ3m / 打9m,"(4, 2, 4, 12, 5.28571)","(12, 5, 0, 7, 4.66667)",4,12,0,1
111229m,111224m,ツモ4m / 打9m,"(4, 2, 4, 12, 5.28571)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111235m,111223m,ツモ2m / 打5m,"(7, 3, 8, 12, 6.57143)","(12, 5, 0, 7, 4.66667)",7,12,1,1
111235m,111233m,ツモ3m / 打5m,"(7, 3, 8, 12, 6.57143)","(12, 5, 0, 8, 5.2)",7,12,1,1
111235m,111355m,ツモ5m / 打2m,"(7, 3, 8, 12, 6.57143)","(8, 3, 1, 12, 6.21429)",7,8,1,0
111235m,111356m,ツモ6m / 打2m,"(7, 3, 8, 12, 6.57143)","(8, 2, 2, 12, 7)",7,8,1,1
111235m,111357m,ツモ7m / 打2m,"(7, 3, 8, 12, 6.57143)","(8, 2, 0, 8, 6)",7,8,1,0
111236m,111223m,ツモ2m / 打6m,"(7, 3, 8, 12, 6.27273)","(12, 5, 0, 7, 4.66667)",7,12,1,1
111236m,111233m,ツモ3m / 打6m,"(7, 3, 8, 12, 6.27273)","(12, 5, 0, 8, 5.2)",7,12,1,1
111236m,111356m,ツモ5m / 打2m,"(7, 3, 8, 12, 6.27273)","(8, 2, 2, 12, 7)",7,8,1,1
111236m,111367m,ツモ7m / 打2m,"(7, 3, 8, 12, 6.27273)","(8, 2, 2, 12, 6.77778)",7,8,1,1
111237m,111223m,ツモ2m / 打7m,"(7, 3, 9, 12, 6.16)","(12, 5, 0, 7, 4.66667)",7,12,1,1
111237m,111233m,ツモ3m / 打7m,"(7, 3, 9, 12, 6.16)","(12, 5, 0, 8, 5.2)",7,12,1,1
111237m,111357m,ツモ5m / 打2m,"(7, 3, 9, 12, 6.16)","(8, 2, 0, 8, 6)",7,8,1,0
111237m,111367m,ツモ6m / 打2m,"(7, 3, 9, 12, 6.16)","(8, 2, 2, 12, 6.77778)",7,8,1,1
111237m,111378m,ツモ8m / 打2m,"(7, 3, 9, 12, 6.16)","(8, 2, 2, 12, 6.84211)",7,8,1,1
111238m,111223m,ツモ2m / 打8m,"(7, 3, 5, 12, 5.65217)","(12, 5, 0, 7, 4.66667)",7,12,1,1
111238m,111233m,ツモ3m / 打8m,"(7, 3, 5, 12, 5.65217)","(12, 5, 0, 8, 5.2)",7,12,1,1
111238m,111378m,ツモ7m / 打2m,"(7, 3, 5, 12, 5.65217)","(8, 2, 2, 12, 6.84211)",7,8,1,1
111239m,111223m,ツモ2m / 打9m,"(7, 3, 2, 12, 5.3)","(12, 5, 0, 7, 4.66667)",7,12,1,1
111239m,111233m,ツモ3m / 打9m,"(7, 3, 2, 12, 5.3)","(12, 5, 0, 8, 5.2)",7,12,1,1
111244m,111445m,ツモ5m / 打2m,"(8, 3, 1, 12, 5.84615)","(12, 4, 0, 12, 6.90909)",8,12,0,1
111245m,111445m,ツモ4m / 打2m,"(8, 2, 2, 12, 6.5)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111245m,111455m,ツモ5m / 打2m,"(8, 2, 2, 12, 6.5)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111246m,111467m,ツモ7m / 打2m,"(8, 2, 0, 8, 5.64706)","(8, 2, 2, 12, 7.05882)",8,8,0,1
111247m,111224m,ツモ2m / 打7m,"(4, 1, 9, 8, 5.8)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111247m,111244m,ツモ4m / 打7m,"(4, 1, 9, 8, 5.8)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111247m,111457m,ツモ5m / 打2m,"(4, 1, 9, 8, 5.8)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111247m,111467m,ツモ6m / 打2m,"(4, 1, 9, 8, 5.8)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111247m,111478m,ツモ8m / 打2m,"(4, 1, 9, 8, 5.8)","(8, 2, 2, 12, 7)",4,8,0,1
111248m,111224m,ツモ2m / 打8m,"(4, 1, 8, 8, 5.68421)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111248m,111244m,ツモ4m / 打8m,"(4, 1, 8, 8, 5.68421)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111248m,111246m,ツモ6m / 打8m,"(4, 1, 8, 8, 5.68421)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111248m,111458m,ツモ5m / 打2m,"(4, 1, 8, 8, 5.68421)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111248m,111468m,ツモ6m / 打2m,"(4, 1, 8, 8, 5.68421)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111248m,111478m,ツモ7m / 打2m,"(4, 1, 8, 8, 5.68421)","(8, 2, 2, 12, 7)",4,8,0,1
111249m,111224m,ツモ2m / 打9m,"(4, 1, 5, 8, 5.11111)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111249m,111244m,ツモ4m / 打9m,"(4, 1, 5, 8, 5.11111)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111249m,111245m,ツモ5m / 打9m,"(4, 1, 5, 8, 5.11111)","(8, 2, 2, 12, 6.5)",4,8,0,1
111249m,111246m,ツモ6m / 打9m,"(4, 1, 5, 8, 5.11111)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111255m,111355m,ツモ3m / 打2m,"(4, 2, 7, 12, 6.5)","(8, 3, 1, 12, 6.21429)",4,8,0,0
111255m,111455m,ツモ4m / 打2m,"(4, 2, 7, 12, 6.5)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111255m,111556m,ツモ6m / 打2m,"(4, 2, 7, 12, 6.5)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111255m,111557m,ツモ7m / 打2m,"(4, 2, 7, 12, 6.5)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111256m,111556m,ツモ5m / 打2m,"(8, 2, 2, 12, 6.625)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111256m,111566m,ツモ6m / 打2m,"(8, 2, 2, 12, 6.625)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111257m,111357m,ツモ3m / 打2m,"(4, 1, 10, 8, 5.9)","(8, 2, 0, 8, 6)",4,8,0,0
111257m,111457m,ツモ4m / 打2m,"(4, 1, 10, 8, 5.9)","(8, 2, 2, 12, 7.05882)",4,8,0,1
111257m,111557m,ツモ5m / 打2m,"(4, 1, 10, 8, 5.9)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111257m,111577m,ツモ7m / 打2m,"(4, 1, 10, 8, 5.9)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111257m,111578m,ツモ8m / 打2m,"(4, 1, 10, 8, 5.9)","(8, 2, 2, 12, 7.25)",4,8,0,1
111257m,111579m,ツモ9m / 打2m,"(4, 1, 10, 8, 5.9)","(8, 2, 0, 8, 5.75)",4,8,0,0
111266m,111236m,ツモ3m / 打6m,"(4, 2, 8, 12, 6.6)","(7, 3, 8, 12, 6.27273)",4,7,0,1
111266m,111466m,ツモ4m / 打2m,"(4, 2, 8, 12, 6.6)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111266m,111566m,ツモ5m / 打2m,"(4, 2, 8, 12, 6.6)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111266m,111667m,ツモ7m / 打2m,"(4, 2, 8, 12, 6.6)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111266m,111668m,ツモ8m / 打2m,"(4, 2, 8, 12, 6.6)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111267m,111667m,ツモ6m / 打2m,"(8, 2, 2, 12, 6.55556)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111267m,111677m,ツモ7m / 打2m,"(8, 2, 2, 12, 6.55556)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111268m,111236m,ツモ3m / 打8m,"(4, 1, 8, 8, 5.5)","(7, 3, 8, 12, 6.27273)",4,7,0,1
111268m,111246m,ツモ4m / 打8m,"(4, 1, 8, 8, 5.5)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111268m,111256m,ツモ5m / 打8m,"(4, 1, 8, 8, 5.5)","(8, 2, 2, 12, 6.625)",4,8,0,1
111268m,111468m,ツモ4m / 打2m,"(4, 1, 8, 8, 5.5)","(8, 2, 0, 8, 5.64706)",4,8,0,0
111268m,111668m,ツモ6m / 打2m,"(4, 1, 8, 8, 5.5)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111268m,111688m,ツモ8m / 打2m,"(4, 1, 8, 8, 5.5)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111277m,111237m,ツモ3m / 打7m,"(4, 2, 7, 12, 6.1875)","(7, 3, 9, 12, 6.16)",4,7,0,1
111277m,111577m,ツモ5m / 打2m,"(4, 2, 7, 12, 6.1875)","(8, 3, 1, 12, 6.46154)",4,8,0,0
111277m,111677m,ツモ6m / 打2m,"(4, 2, 7, 12, 6.1875)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111277m,111778m,ツモ8m / 打2m,"(4, 2, 7, 12, 6.1875)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111277m,111779m,ツモ9m / 打2m,"(4, 2, 7, 12, 6.1875)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111278m,111778m,ツモ7m / 打2m,"(8, 2, 2, 12, 6.33333)","(12, 4, 0, 12, 6.90909)",8,12,1,1
111278m,111788m,ツモ8m / 打2m,"(8, 2, 2, 12, 6.33333)","(12, 4, 0, 12, 6.54545)",8,12,1,1
111279m,111237m,ツモ3m / 打9m,"(4, 1, 7, 8, 5.3)","(7, 3, 9, 12, 6.16)",4,7,0,1
111279m,111579m,ツモ5m / 打2m,"(4, 1, 7, 8, 5.3)","(8, 2, 0, 8, 5.75)",4,8,0,0
111279m,111679m,ツモ6m / 打2m,"(4, 1, 7, 8, 5.3)","(8, 2, 2, 12, 6.66667)",4,8,0,1
111279m,111779m,ツモ7m / 打2m,"(4, 1, 7, 8, 5.3)","(8, 3, 1, 12, 5.84615)",4,8,0,0
111279m,111799m,ツモ9m / 打2m,"(4, 1, 7, 8, 5.3)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111288m,111238m,ツモ3m / 打8m,"(4, 2, 5, 12, 5.53333)","(7, 3, 5, 12, 5.65217)",4,7,0,1
111288m,111688m,ツモ6m / 打2m,"(4, 2, 5, 12, 5.53333)","(8, 3, 0, 8, 5.23077)",4,8,0,0
111288m,111788m,ツモ7m / 打2m,"(4, 2, 5, 12, 5.53333)","(12, 4, 0, 12, 6.54545)",4,12,0,1
111288m,111889m,ツモ9m / 打2m,"(4, 2, 5, 12, 5.53333)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111289m,111238m,ツモ3m / 打9m,"(4, 1, 4, 8, 4.73684)","(7, 3, 5, 12, 5.65217)",4,7,0,1
111289m,111889m,ツモ8m / 打2m,"(4, 1, 4, 8, 4.73684)","(8, 3, 0, 8, 4.61538)",4,8,0,0
111289m,111899m,ツモ9m / 打2m,"(4, 1, 4, 8, 4.73684)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111299m,111239m,ツモ3m / 打9m,"(4, 2, 3, 8, 4.78571)","(7, 3, 2, 12, 5.3)",4,7,0,1
111299m,111799m,ツモ7m / 打2m,"(4, 2, 3, 8, 4.78571)","(8, 3, 0, 8, 4.92308)",4,8,0,0
111299m,111899m,ツモ8m / 打2m,"(4, 2, 3, 8, 4.78571)","(8, 3, 0, 8, 4.30769)",4,8,0,0
111335m,111233m,ツモ2m / 打5m,"(8, 3, 1, 12, 6.42857)","(12, 5, 0, 8, 5.2)",8,12,0,1
111335m,111356m,ツモ6m / 打3m,"(8, 3, 1, 12, 6.42857)","(8, 2, 2, 12, 7)",8,8,0,1
111336m,111133m,ツモ1m / 打6m,"(4, 2, 8, 12, 6.53333)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111336m,111233m,ツモ2m / 打6m,"(4, 2, 8, 12, 6.53333)","(12, 5, 0, 8, 5.2)",4,12,0,1
111336m,111334m,ツモ4m / 打6m,"(4, 2, 8, 12, 6.53333)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111336m,111356m,ツモ5m / 打3m,"(4, 2, 8, 12, 6.53333)","(8, 2, 2, 12, 7)",4,8,0,1
111336m,111367m,ツモ7m / 打3m,"(4, 2, 8, 12, 6.53333)","(8, 2, 2, 12, 6.77778)",4,8,0,1
111337m,111133m,ツモ1m / 打7m,"(4, 2, 9, 12, 6.625)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111337m,111233m,ツモ2m / 打7m,"(4, 2, 9, 12, 6.625)","(12, 5, 0, 8, 5.2)",4,12,0,1
111337m,111334m,ツモ4m / 打7m,"(4, 2, 9, 12, 6.625)","(12, 4, 0, 12, 6.90909)",4,12,0,1
111337m,111335m,ツモ5m / 打7m,"(4, 2, 9, 12, 6.625)","(8, 3, 1, 12, 6.42857)",4,8,0,0
111337m,111367m,ツモ6m / 打3m,"(4, 2, 9, 12, 6.625)","(8, 2, 2, 12, 6.77778)",4,8,0,1
111337m,111378m,ツモ8m / 打3m,"(4, 2, 9, 12, 6.625)","(8, 2, 2, 12, 6.84211)",4,8,0,1
111338m,111133m,ツモ1m / 打8m,"(4, 2, 7, 12, 6.125)","(8, 3, 1, 12, 5.66667)",4,8,0,0
111338m,111233m,ツモ2m / 打8m,"(4, 2, 7, 12, 6.125)","(12, 5, 0, 8, 5.2)",4,12,0,1
